model,preprocessing,label_scheme,subject_held_out,n_val,accuracy,balanced_accuracy,macro_f1,f1_NoPain,f1_PainArm,f1_PainHand,f1_Pain
xgb,global,3class,42,36,0.6111111111111112,0.611111111111111,0.5595238095238094,0.8571428571428571,0.5714285714285714,0.25,
xgb,global,3class,43,36,0.4166666666666667,0.4166666666666667,0.43607843137254904,0.5882352941176471,0.4,0.32,
xgb,global,3class,44,36,0.5833333333333334,0.5833333333333334,0.564935064935065,0.7857142857142857,0.45454545454545453,0.45454545454545453,
xgb,global,3class,45,36,0.5555555555555556,0.5555555555555555,0.4877941981390257,0.7586206896551724,0.13333333333333333,0.5714285714285714,
xgb,global,3class,46,36,0.3333333333333333,0.3333333333333333,0.21058201058201056,0.4888888888888889,0.14285714285714285,0.0,
xgb,global,3class,47,36,0.3611111111111111,0.3611111111111111,0.34447469247832224,0.5833333333333334,0.3448275862068966,0.10526315789473684,
xgb,global,3class,48,36,0.5,0.5,0.49010989010989015,0.8,0.38461538461538464,0.2857142857142857,
xgb,global,3class,49,36,0.6111111111111112,0.6111111111111112,0.6116908212560387,0.8333333333333334,0.5217391304347826,0.48,
xgb,global,3class,52,36,0.6666666666666666,0.6666666666666666,0.6563216708144245,0.8148148148148148,0.5454545454545454,0.6086956521739131,
xgb,global,3class,53,36,0.6111111111111112,0.6111111111111112,0.5788101319710516,0.7407407407407407,0.375,0.6206896551724138,
xgb,global,3class,55,36,0.4166666666666667,0.4166666666666667,0.3111111111111111,0.5333333333333333,0.0,0.4,
xgb,global,3class,56,36,0.4166666666666667,0.4166666666666667,0.4153846153846154,0.5384615384615384,0.3076923076923077,0.4,
xgb,global,3class,57,36,0.6111111111111112,0.611111111111111,0.5783068783068783,0.8571428571428571,0.26666666666666666,0.6111111111111112,
xgb,global,3class,58,36,0.5,0.5,0.5219673114409956,0.7368421052631579,0.38461538461538464,0.4444444444444444,
xgb,global,3class,59,36,0.5,0.5,0.474025974025974,0.7857142857142857,0.36363636363636365,0.2727272727272727,
xgb,global,3class,60,36,0.5,0.5000000000000001,0.48845577211394303,0.782608695652174,0.4827586206896552,0.2,
xgb,global,3class,63,36,0.3333333333333333,0.3333333333333333,0.3228021978021978,0.2857142857142857,0.3076923076923077,0.375,
logreg,subjectz,3class,1,36,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.75,0.8333333333333334,
logreg,subjectz,3class,2,36,0.5555555555555556,0.5555555555555555,0.5485225885225885,0.88,0.38461538461538464,0.38095238095238093,
